kategoria_produktu,nazwa,marka,cena_aktualna,cena_regularna,material,fason,ksztalt,rodzaj_dekoltu,dlugosc_rekawa,fason_clean,trend_score
koszulki z krótkim rękawem (męskie),femund tech - bluzka z długim rękawem,norrøna femund tech,359.0,169.0,100% poliester,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),heatgear - top,under armour heatgear,150.0,159.0,"84% poliester, 16% elastan",regular,,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,karl lagerfeld,289.0,439.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),sdtimur - bluzka z długim rękawem,solid sdtimur,84.0,149.0,100% bawełna,regular,Prosty,Typu Henley,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),alfred - koszulka polo,u.s. polo assn. alfred,169.99,250.0,100% bawełna,regular fit,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,levi's®,179.0,199.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),t-shirt basic,champion t,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,alpha industries,149.99,109.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,ellesse,169.95,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),contrast long sleeve tee - bluzka z długim rękawem,bdg urban outfitters contrast long sleeve tee,219.0,69.0,"60% bawełna, 40% poliester",loose fit,Prosty,Okrągły,Długi rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,next,65.0,119.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- top,karl lagerfeld jeans,219.0,319.0,"50% bawełna, 50% poliester",regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,superdry & co,229.0,199.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,next,104.0,85.0,"94% poliester, 6% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jjepaulos - koszulka polo,jack & jones jjepaulos,119.95,149.99,100% bawełna,regular,Prosty,Typu Henley,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,balmohk,74.99,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),aeroswift - koszulka sportowa,nike performance aeroswift,159.0,159.0,"57% bawełna, 43% poliester",regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,the kooples,429.0,429.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,avx,212.5,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,boggi milano,419.0,99.0,"55% bawełna, 39% poliester, 6% elastan",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,adidas performance,161.0,,"65% poliester, 35% bawełna",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,quiksilver unisex,70.0,139.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,marc o'polo,260.0,319.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),plain long sleeved - bluzka z długim rękawem,lyle & scott plain long sleeved,139.0,199.0,100% bawełna,regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),brace - t-shirt basic,allsaints brace,215.0,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,the north face,101.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),andrew - t-shirt basic,les deux andrew,197.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),barney - koszulka polo,u.s. polo assn. barney,191.0,298.0,"95% bawełna, 5% elastan",regular fit,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),slhaspen - t-shirt basic,selected slhaspen,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jp1880,160.99,,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),hypercourt - t-shirt z nadrukiem,k,199.0,269.0,"84% poliester, 16% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),daniel - koszulka polo,bogner daniel,750.0,449.0,"96% poliester, 4% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,dc shoes,149.99,149.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,pepe jeans,136.0,209.0,"95% bawełna, 5% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,misbhv unisex,839.0,819.0,"62% bawełna, 32% poliamid, 6% elastan",slim,Dopasowanie do figury,,Długi rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),gelateria - t-shirt z nadrukiem,ellesse gelateria,139.0,69.0,"90% poliamid, 10% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jorjxj - t-shirt basic,jack & jones jorjxj,233.0,259.0,100% bawełna,regular,,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),muscle fit - t-shirt basic,pull&bear muscle fit,45.9,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,next,146.0,,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,99.99,119.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,r.d.d. royal denim division,179.99,89.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- bluzka z długim rękawem,hummel,162.9,,"92% poliester, 8% elastan",slim,Zwężany,Okrągły,Długi rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),unisex - top,carne bollente unisex,339.0,1779.0,"98% bawełna, 2% poliuretan",slim,Dopasowany,Okrągły,Bez rękawów,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt basic,gap,69.0,59.0,100% bawełna,loose fit,Prosty,Wycięcie typu V,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),holly - koszulka polo,pepe jeans holly,295.2,369.0,"70% bawełna, 30% len",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,puma,219.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,upscale by mister tee,76.0,119.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),loose tank - top,lee loose tank,119.0,119.0,100% bawełna,loose fit,,"Okrągły, głęboko wycięty",Bez rękawów,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),sean hamilton - t-shirt z nadrukiem,carhartt wip sean hamilton,289.0,159.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,yourturn unisex,32.0,79.0,100% bawełna,loose fit,Prosty,,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),sdcajus - bluzka z długim rękawem,solid sdcajus,72.0,129.0,"60% bawełna, 40% poliester",regular,Prosty,Okrągły,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,diesel,303.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jaspe unisex - t-shirt basic,tommy jeans jaspe unisex,90.0,129.0,"60% bawełna, 40% poliester",slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),fstsinglet - top,ciele fstsinglet,339.0,199.0,100% poliester,regular,Prosty,Okrągły,Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,petrol industries,117.0,109.0,"95% bawełna, 5% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),isaak - top,solid isaak,62.0,99.0,100% bawełna,regular,Prosty,"Okrągły, głęboko wycięty",Bez rękawów,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),taste talk - t-shirt z nadrukiem,scalpers taste talk,101.25,126.56,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,new balance unisex,116.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,the north face,169.0,129.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,façonnable,475.0,129.99,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - koszulka polo,lacoste unisex,549.0,629.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),unisex - bluzka z długim rękawem,hummel unisex,113.0,179.0,100% poliester,regular,Zwężany,Wycięcie typu V,Długi rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,puma,119.0,149.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),classic fit - koszulka polo,hackett london classic fit,509.0,289.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),motion air - koszulka sportowa,poc motion air,269.0,299.0,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,obey clothing,149.0,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),utopia - t-shirt z nadrukiem,allsaints utopia,359.0,399.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),hypercourt - t-shirt z nadrukiem,k,179.0,89.0,"84% poliester, 16% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,karma8a,148.0,329.0,"56% bawełna, 44% poliester",loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,alpha industries,116.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,american vintage,260.0,309.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,nike sportswear,179.0,199.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),onsaxel - t-shirt z nadrukiem,only & sons onsaxel,89.0,99.0,100% bawełna,nadwymiarowy,Prosty,Okrągły,Półrękawek,koszulka oversize,22.7
koszulki z krótkim rękawem (męskie),unisex - t-shirt basic,lacoste unisex,260.0,,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,filling pieces,469.0,449.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jack & jones,74.99,211.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka sportowa,quiksilver,98.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,gap,119.0,85.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,bershka,99.9,129.0,100% bawełna,loose fit,Prosty,Wycięcie typu V,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,siksilk,163.0,234.0,"78% nylon, 22% elastan",slim,Prosty,Okrągły,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,hackett london,309.0,319.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,64.95,99.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jordan,161.0,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,puma,134.0,,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,levi's®,199.0,299.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,s.oliver,109.99,129.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,lyle & scott,175.0,319.0,"97% bawełna, 3% elastan",regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),3er-pack - t-shirt z nadrukiem,jack & jones 3er,125.95,179.99,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,adidas originals,64.0,159.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),netherlands 2.0 - koszulka reprezentacji,nike performance netherlands 2.0,339.0,449.0,"65% bawełna, 35% poliester",slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),clueless murray - t-shirt z nadrukiem,henry tiger clueless murray,169.99,,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,siksilk,122.0,204.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),reed - koszulka polo,sergio tacchini reed,229.0,449.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),slim fit - koszulka polo,hackett london slim fit,509.0,559.0,100% bawełna,regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,jack & jones,233.0,99.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,jack & jones,71.95,89.99,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),fom - t-shirt z nadrukiem,weekend offender fom,103.0,229.0,100% bawełna,regular fit,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),challenger pro - koszulka sportowa,under armour challenger pro,199.0,,100% poliester,regular,Dopasowany,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),slim fit mesh polo shirt - koszulka polo,polo ralph lauren slim fit mesh polo shirt,539.0,599.0,100% bawełna,slim,Prosty,,Krótki rękaw,koszulka slim fit,32.2
koszulki z krótkim rękawem (męskie),- t-shirt z nadrukiem,redefined rebel,109.0,179.0,100% bawełna,loose fit,Prosty,Okrągły,Krótki rękaw,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),unisex - t-shirt z nadrukiem,tommy jeans unisex,85.0,169.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),ambrosian - koszulka polo,joop! jeans ambrosian,379.0,146.0,"95% bawełna, 5% elastan",regular,Prosty,Wycięcie typu V,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),caberry - t-shirt z nadrukiem,pegador caberry,206.0,,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),- t-shirt basic,r.d.d. royal denim division,179.99,119.0,100% bawełna,loose fit,Prosty,Okrągły,Półrękawek,koszulka loose fit,3.33
koszulki z krótkim rękawem (męskie),peter - koszulka polo,fq1924 peter,186.0,269.0,"96% bawełna, 4% elastan",regular,Prosty,Typu Henley,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),puma x hyrox - koszulka sportowa,puma puma x hyrox,143.0,,100% poliester,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),jjgeplas - t-shirt z nadrukiem,jack & jones jjgeplas,59.99,69.0,100% bawełna,regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),- koszulka polo,joules,201.0,250.0,100% bawełna,regular,Prosty,,Krótki rękaw,koszulka regular fit,3.33
koszulki z krótkim rękawem (męskie),skog - koszulka sportowa,helly hansen skog,199.0,159.0,"96% poliester, 4% elastan",regular,Prosty,Okrągły,Krótki rękaw,koszulka regular fit,3.33
