iter	RMSE
258	0.4147875836
259	0.4146620737
260	0.4142712122
261	0.4141482948
262	0.4140277407
263	0.4137164887
264	0.4134537672
265	0.4132467376
266	0.4129913281
267	0.4127846741
268	0.4126681705
269	0.4123806768
270	0.4122630268
271	0.4119875231
272	0.4117603019
273	0.4114290283
274	0.4109618646
275	0.4106324187
276	0.4105185881
277	0.4102038153
278	0.4100908156
279	0.4098596305
280	0.4095577714
281	0.4093615991
282	0.40906429
283	0.4087403274
284	0.4086273176
285	0.4083868681
286	0.4082011949
287	0.4079814336
288	0.4077743299
289	0.4075785929
290	0.4073548385
291	0.4071684727
292	0.4069953187
293	0.406883701
294	0.4065941315
295	0.4064854629
296	0.4062280365
297	0.4060513133
298	0.4057439232
299	0.4056365447
300	0.4054343294
301	0.405229464
302	0.4049700531
303	0.4047011294
304	0.4044498246
305	0.4043423974
306	0.4041770459
307	0.4040724832
308	0.4039113614
309	0.4037090589
310	0.4034833761
311	0.4030875299
312	0.4029842335
313	0.4027201716
314	0.402477948
315	0.4022883074
316	0.4020573981
317	0.4019551165
318	0.4018541123
319	0.4016957607
320	0.4014250446
321	0.4013148653
322	0.4011176332
323	0.4008936655
324	0.4006251394
325	0.4004195375
326	0.4002654949
327	0.4000033082
328	0.399895489
329	0.3997891654
330	0.3995300139
331	0.3992857438
332	0.399187581
333	0.3990375407
334	0.3988479294
335	0.398750448
336	0.3986538943
337	0.3985523188
338	0.3984496273
339	0.3982183321
340	0.3979543075
341	0.3978540647
342	0.3977558964
343	0.3976582801
344	0.3975632997
345	0.3974669213
346	0.3972359007
347	0.3969791993
348	0.3967985351
349	0.3967044137
350	0.3966129273
351	0.3965197003
352	0.3963728146
353	0.3962819674
354	0.396034135
355	0.3959444695
356	0.3958549422
357	0.3957673019
358	0.3955924249
359	0.3955049283
360	0.3953613537
361	0.3950472954
362	0.3949614659
363	0.3947660238
364	0.3946819132
365	0.3945977661
366	0.3944196982
367	0.3942494203
368	0.3941662543
369	0.3940217434
370	0.3937289433
371	0.3936466549
372	0.3934071396
373	0.3931822289
374	0.3930423158
375	0.392840746
376	0.3926531114
377	0.3924119282
378	0.3922698736
379	0.3920882392
380	0.3917343743
381	0.3915998481
382	0.391400434
383	0.391317531
384	0.3911407325
385	0.3909694083
386	0.3907842419
387	0.3907029754
388	0.390542647
389	0.3903837372
390	0.3901687221
391	0.3900362709
392	0.3899556525
393	0.3895198785
394	0.3894402057
395	0.3891110597
396	0.3888958522
397	0.3886665788
398	0.3884638495
399	0.3881993318
400	0.3880698961
401	0.3879464525
402	0.3877759787
403	0.387639848
404	0.3874862399
405	0.3874071252
406	0.3872748616
407	0.3871924532
408	0.3870248124
409	0.3869468271
410	0.3867809256
411	0.3865538754
412	0.3864723782
413	0.3862422514
414	0.3861134431
415	0.3859076857
416	0.3858261217
417	0.3857448986
418	0.3855450284
419	0.3854691092
420	0.3853212959
421	0.3852417998
422	0.3850952163
423	0.3849361603
424	0.3846530991
425	0.3845320608
426	0.384409051
427	0.3843339165
428	0.3842543456
429	0.3841754788
430	0.3840572577
431	0.3838589648
432	0.3836800235
433	0.3835152081
434	0.383292745
435	0.3832153413
436	0.3830788289
437	0.3829285738
438	0.3827871645
439	0.3826319329
440	0.3823597129
441	0.38228136
442	0.3821640978
443	0.3820917489
444	0.3820151879
445	0.3818951023
446	0.3818182057
447	0.3817464886
448	0.3815744973
449	0.3814245176
450	0.3813066193
451	0.3811937705
452	0.3810394974
453	0.3808423466
454	0.3807333753
455	0.3805286434
456	0.380456159
457	0.3803808904
458	0.3801860002
459	0.3801155881
460	0.3800403637
461	0.3799643726
462	0.3797869495
463	0.3795345145
464	0.3793928868
465	0.379283672
466	0.3791491343
467	0.3790165044
468	0.3789477533
469	0.3788725844
470	0.3787987316
471	0.3786826635
472	0.3785025279
473	0.3784288438
474	0.3782669384
475	0.3781927761
476	0.3778452602
477	0.3776762405
478	0.3776092075
479	0.377536758
480	0.377464571
481	0.3773971806
482	0.3772679866
483	0.3771459903
484	0.3769994894
485	0.3768930503
486	0.3767656333
487	0.3766179594
488	0.3765130301
489	0.3763274274
490	0.3762075345
491	0.3761366484
492	0.3760435508
493	0.3759731582
494	0.3758579871
495	0.3757878866
496	0.3756430419
497	0.3755297905
498	0.3754591133
499	0.3753949736
500	0.375331348
501	0.3750461978
502	0.3749763627
503	0.374838698
504	0.3747336207
505	0.3745585589
506	0.3744892079
507	0.3744201282
508	0.3743514764
509	0.3742823743
510	0.3741700043
511	0.3741007824
512	0.3740329561
513	0.3739654087
514	0.3738582665
515	0.3737850926
516	0.3736317099
517	0.3735648475
518	0.3734404281
519	0.3733738379
520	0.3733074456
521	0.373242129
522	0.3731428706
523	0.3728327026
524	0.3726770537
525	0.3725421364
526	0.3723863379
527	0.3722789886
528	0.3722085182
529	0.3721167414
530	0.3720512236
531	0.3719500649
532	0.3718396713
533	0.371726605
534	0.3716605923
535	0.3715917057
536	0.371524148
537	0.371459579
538	0.371235268
539	0.3711758432
540	0.371085093
541	0.3709371735
542	0.3707587469
543	0.3706996732
544	0.370641788
545	0.370573664
546	0.3705062337
547	0.3704095522
548	0.3702507902
549	0.370185437
550	0.3700603725
551	0.369997112
552	0.369933054
553	0.3698677953
554	0.3698045218
555	0.3697033817
556	0.3696391584
557	0.3695197154
558	0.3694580459
559	0.3693950451
560	0.369248999
561	0.3690610821
562	0.3689088984
563	0.3688515077
564	0.3686466853
565	0.3685436784
566	0.3684823764
567	0.3683599287
568	0.3682990889
569	0.3681912167
570	0.3680784079
571	0.3679872453
572	0.3679256727
573	0.3678647708
574	0.3677749784
575	0.3677254357
576	0.3676147232
577	0.367520032
578	0.367464796
579	0.3674056642
580	0.3672627336
581	0.3671646249
582	0.3671040292
583	0.3670076156
584	0.3669129679
585	0.3667687481
586	0.366654105
587	0.3665229573
588	0.3662648303
589	0.3661254634
590	0.366064786
591	0.3660101367
592	0.3659239097
593	0.3657443419
594	0.3656859889
595	0.3656312259
596	0.3654650211
597	0.3653530497
598	0.3652297937
599	0.3651699461
600	0.3651104118
601	0.3649734324
602	0.3648687547
603	0.3648174609
604	0.3647582111
605	0.3647005141
606	0.3645196525
607	0.3644257482
608	0.3643293833
609	0.3642455172
610	0.3641541177
611	0.3640952354
612	0.3640126942
613	0.3639238508
614	0.3638700893
615	0.363778782
616	0.363537364
617	0.3634792639
618	0.3634284628
619	0.3633477342
620	0.3632925745
621	0.3632042184
622	0.3631093006
623	0.3629829479
624	0.3629306224
625	0.3628068738
626	0.3626210169
627	0.3624654201
628	0.3624079877
629	0.3623074307
630	0.3622194551
631	0.3621058209
632	0.3620271198
633	0.3619698857
634	0.3618182461
635	0.3617665382
636	0.3617091516
637	0.3616237362
638	0.3615666807
639	0.3615099195
640	0.3614320807
641	0.3613391466
642	0.3611577757
643	0.3611015288
644	0.3610544775
645	0.3608080973
646	0.360692245
647	0.36044125
648	0.3603878057
649	0.360335262
650	0.3602413495
651	0.360185734
652	0.3599794116
653	0.3599266789
654	0.3598711181
655	0.3598151506
656	0.3597641579
657	0.3595630268
658	0.3593152247
659	0.3592361264
660	0.3591832515
661	0.3591010897
662	0.3589877882
663	0.3588627881
664	0.358775904
665	0.3585626807
666	0.3584223997
667	0.3582930884
668	0.3582350163
669	0.3581068914
670	0.3579626034
671	0.3578700311
672	0.3578157371
673	0.3577234154
674	0.3576429516
675	0.3575246713
676	0.3574748128
677	0.3574291997
678	0.3573811492
679	0.3573290481
680	0.3572723135
681	0.3571914916
682	0.3571349532
683	0.357054813
684	0.3570041405
685	0.3569486188
686	0.3569046459
687	0.3568553644
688	0.3568076362
689	0.3567527594
690	0.3567033575
691	0.3566601345
692	0.356547924
693	0.3564958814
694	0.3564419267
695	0.3563591451
696	0.3562661328
697	0.3562129546
698	0.3561321842
699	0.3560534106
700	0.355975314
701	0.3559322371
702	0.3558322865
703	0.3557627157
704	0.3557100024
705	0.3556051577
706	0.3555572679
707	0.3554811792
708	0.3554290829
709	0.3553085882
710	0.3552612724
711	0.3549864753
712	0.354869411
713	0.3548208372
714	0.3547698771
715	0.3547188002
716	0.3546679404
717	0.3545149295
718	0.3544637221
719	0.3543368142
720	0.3542348938
721	0.3541562756
722	0.3540805556
723	0.3538133985
724	0.3537659544
725	0.3536819712
726	0.3536353483
727	0.3535590036
728	0.3534735769
729	0.3534234436
730	0.3533773834
731	0.3533040569
732	0.3532538887
733	0.3531803775
734	0.3530699294
735	0.3530271685
736	0.3529808668
737	0.3528881615
738	0.35284275
739	0.3526886201
740	0.3526099529
741	0.3525381241
742	0.3524892933
743	0.3524392529
744	0.3523985518
745	0.3521304865
746	0.3520626068
747	0.351947563
748	0.3518977379
749	0.3517935393
750	0.3517448315
751	0.3516996899
752	0.3515831123
753	0.3513839244
754	0.3513385297
755	0.3512561411
756	0.3511755161
757	0.3511275824
758	0.3510598623
759	0.3509944993
760	0.350946274
761	0.3508281848
762	0.3507797732
763	0.3505773611
764	0.3505350252
765	0.3503404511
766	0.3502963428
767	0.3501860983
768	0.3501420207
769	0.3500713129
770	0.3499018622
771	0.3497908694
772	0.3497102667
773	0.3496097331
774	0.3495005266
775	0.3494532934
776	0.3494092727
777	0.3493656306
778	0.3492086386
779	0.3491695632
780	0.3491220918
781	0.3490540146
782	0.3488748895
783	0.3487844214
784	0.3487398728
785	0.3486393313
786	0.3485674466
787	0.3485006944
788	0.3484578333
789	0.3484123402
790	0.348258588
791	0.3482115247
792	0.3481641152
793	0.3481182398
794	0.3480722014
795	0.3480270684
796	0.3479846282
797	0.3478531837
798	0.3477797173
799	0.347733502
800	0.3475383246
801	0.3474729303
802	0.3473849889
803	0.3472586876
804	0.3471637281
805	0.3470912668
806	0.347045648
807	0.3469752563
808	0.3469354134
809	0.3468895732
810	0.3468439129
811	0.3467631566
812	0.3467180578
813	0.3466734681
814	0.3465383193
815	0.346496498
816	0.3464550069
817	0.346409962
818	0.3463448779
819	0.3462680416
820	0.3461978383
821	0.3461409187
822	0.346099544
823	0.3459455087
824	0.3458502268
825	0.3458104663
826	0.3457431185
827	0.3456259457
828	0.3455233782
829	0.3454780856
830	0.3454024242
831	0.3453572064
832	0.3452907965
833	0.3452513896
834	0.3452098858
835	0.3450833491
836	0.3450433466
837	0.344998565
838	0.3449327235
839	0.3448627138
840	0.3447998692
841	0.3447591298
842	0.344715447
843	0.3446753428
844	0.3445843467
845	0.344468631
846	0.3444242986
847	0.344380739
848	0.3442738566
849	0.3441619457
850	0.3440717327
851	0.3440324556
852	0.3439888933
853	0.343853535
854	0.3437893472
855	0.3437502175
856	0.3436676239
857	0.3436268768
858	0.3435855915
859	0.3435198811
860	0.3434842575
861	0.3433988052
862	0.3433587243
863	0.3433210519
864	0.3432780752
865	0.3432352585
866	0.3431960388
867	0.343133542
868	0.3429677516
869	0.3429045277
870	0.3428655447
871	0.3427911333
872	0.3427486569
873	0.3427142353
874	0.3426593493
875	0.3425838187
876	0.3425215679
877	0.3424842014
878	0.3424419281
879	0.3423592611
880	0.3423225363
881	0.342193237
882	0.3421332794
883	0.3420926882
884	0.342019361
885	0.341981653
886	0.3419394772
887	0.3418974873
888	0.3417747657
889	0.3417136475
890	0.3416760296
891	0.3416389567
892	0.3415643296
893	0.3414763278
894	0.34120791
895	0.3411664346
896	0.3410660743
897	0.3410251314
898	0.3409665044
899	0.340928209
900	0.3408243118
901	0.3407547372
902	0.3406932041
903	0.3405627487
904	0.340495338
905	0.3404541399
906	0.3403127226
907	0.3402721589
908	0.3402305921
909	0.3401931352
910	0.340152272
911	0.3399476649
912	0.3399068505
913	0.3398660819
914	0.3397942191
915	0.3397538504
916	0.3396844626
917	0.3396125511
918	0.3395725385
919	0.3394541225
920	0.3393995529
921	0.3392845215
922	0.3392459701
923	0.3392065814
924	0.3391459701
925	0.3391053965
926	0.3389125245
927	0.3388719227
928	0.3387823509
929	0.3387423056
930	0.3386933817
931	0.3386571712
932	0.3386205292
933	0.3385809463
934	0.3385393077
935	0.3384630241
936	0.3384232213
937	0.3383891357
938	0.3383163528
939	0.3382463751
940	0.3381620525
941	0.3379282495
942	0.3378890381
943	0.3378537907
944	0.3378144123
945	0.3377534007
946	0.3375011533
947	0.3374388125
948	0.3373984529
949	0.3373591937
950	0.3373070433
951	0.3372494856
952	0.3371887635
953	0.3371536558
954	0.3370888747
955	0.3370530728
956	0.3370123459
957	0.3369737875
958	0.3369195323
959	0.3368803095
960	0.3368449362
961	0.3367762042
962	0.3367381301
963	0.3366948403
964	0.3366292378
965	0.336592427
966	0.3365563257
967	0.3364770795
968	0.3364425022
969	0.3363729
970	0.3362807767
971	0.3362418714
972	0.3361836562
973	0.3361266611
974	0.3359749923
975	0.3359366422
976	0.3359006191
977	0.3358319085
978	0.3357818966
979	0.335743389
980	0.33567929
981	0.3356415622
982	0.335607006
983	0.3355660595
984	0.3355281763
985	0.3354899923
986	0.3354525856
987	0.3353117114
988	0.3352761787
989	0.3352191372
990	0.335182036
991	0.3351461665
992	0.3351084225
993	0.3350450615
994	0.3349780492
995	0.3349408276
996	0.3349035882
997	0.3348679953
998	0.3348312865
999	0.3347840739
